id	mpn	title	description	link	image_link	price	brand	product_type	condition	google_product_category	manufacturer	availability
"1080"	"1080"	"Veltam Plus"	"<h3 style=text-align: center;><span style=font-size: medium;>Veltam Plus<br /></span></h3> <h3 style=text-align: justify;><span style=font-size: medium;><br /></span></h3> <h3 style=text-align: justify;><span style=font-size: medium;>What is Tamsulosin and Dutasteride?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Tamsulosin and Dutasteride is a combination drug consisting of two active ingredients namely Tamsulosin and Dutasteride. This medication is sold under various trade names in the world, some of which are Jalyn and Veltam Plus (made by Intas Pharma).</span><br /><span style=font-size: medium;>Tamsulosin and Dutasteride medication is prescribed for the treatment of benign prostatic hyperplasia (BPH) also called benign enlargement of the prostate. It is characterized as the name suggest, by an enlarged prostate gland which compresses "	"http://www.directmall.co.uk/veltam-plus.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1080_2.jpg"	"18.86"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"17"	"17"	"Alfusin "	"<p style=text-align: center;><span style=font-size: medium;><strong>Alfusin</strong> <br /></span></p> <h3><span style=font-size: medium;>What is Alfuzosin?</span></h3> <p><span style=font-size: medium;>Alfuzosin is a drug which belongs to a family of drugs called alpha-adrenergic blockers. It is sold under the trade names Uroxatral, Alfusin (made by Cipla) among several other brand names which are sold in various countries.</span><br /><span style=font-size: medium;>Alfuzosin medication helps in relaxing the muscles in the neck of prostate and bladder, thereby making urination easier. Alfuzosin is prescribed primarily for men with benign prostatic hyperplasia (enlarge prostate) which makes it harder for them to urinate. This medication thus improves urination in men.</span><br /><span style=font-size: medium;>Alfuzosin may also be prescribed for conditions not listed above"	"http://www.directmall.co.uk/alfusin.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_17_2.jpg"	"16.09"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"18"	"18"	"Alfusin"	"<p style=text-align: center;><span style=font-size: medium;><strong>Alfusin</strong> <br /></span></p> <h3><span style=font-size: medium;>What is Alfuzosin?</span></h3> <p><span style=font-size: medium;>Alfuzosin is a drug which belongs to a family of drugs called alpha-adrenergic blockers. It is sold under the trade names Uroxatral, Alfusin (made by Cipla) among several other brand names which are sold in various countries.</span><br /><span style=font-size: medium;>Alfuzosin medication helps in relaxing the muscles in the neck of prostate and bladder, thereby making urination easier. Alfuzosin is prescribed primarily for men with benign prostatic hyperplasia (enlarge prostate) which makes it harder for them to urinate. This medication thus improves urination in men.</span><br /><span style=font-size: medium;>Alfuzosin may also be prescribed for conditions not listed above"	"http://www.directmall.co.uk/alfusin-2263.html"	"http://www.alldaychemist.com/media/catalog/productno_selection"	"16.26"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"592"	"592"	"Levipil "	"<h3 class=c_head style=text-align: center;><span style=font-size: medium;><strong>Levipil</strong></span></h3> <h3 class=c_head style=text-align: justify;><span style=font-size: medium;>What is Levetiracetam?</span></h3> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is an anti-epileptic drug, also known as anticonvulsant. It is prescribed for the treatment of partial onset seizures in adults and children who are at least 1 month old. Levetiracetam is also given to treat tonic-clonic seizures in adults and children above 6 years of age and myoclonic seizures in adults and children above 12 years of age.</span></p> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is sold under various trade names, some of which are Keppra and Levipil (made by Sun Pharma). This medication may al"	"http://www.directmall.co.uk/levipil.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_592_2.jpg"	"17.23"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"593"	"593"	"Levipil "	"<div class=std> <h3 class=c_head style=text-align: center;><span style=font-size: medium;><strong>Levipil</strong></span></h3> <h3 class=c_head style=text-align: justify;><span style=font-size: medium;>What is Levetiracetam?</span></h3> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is an anti-epileptic drug, also known as anticonvulsant. It is prescribed for the treatment of partial onset seizures in adults and children who are at least 1 month old. Levetiracetam is also given to treat tonic-clonic seizures in adults and children above 6 years of age and myoclonic seizures in adults and children above 12 years of age.</span></p> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is sold under various trade names, some of which are Keppra and Levipil (made by Sun Pharma). Thi"	"http://www.directmall.co.uk/levipil-3622.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_593_1.jpg"	"20.73"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"594"	"594"	"Levipil "	"<div class=std> <div class=std> <h3 class=c_head style=text-align: center;><span style=font-size: medium;><strong>Levipil</strong></span></h3> <h3 class=c_head style=text-align: justify;><span style=font-size: medium;>What is Levetiracetam?</span></h3> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is an anti-epileptic drug, also known as anticonvulsant. It is prescribed for the treatment of partial onset seizures in adults and children who are at least 1 month old. Levetiracetam is also given to treat tonic-clonic seizures in adults and children above 6 years of age and myoclonic seizures in adults and children above 12 years of age.</span></p> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is sold under various trade names, some of which are Keppra and Levipil (made "	"http://www.directmall.co.uk/levipil-3626.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_594_1.jpg"	"23.85"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1337"	"1337"	"LEVIPIL"	"<h3 class=c_head style=text-align: center;><span style=font-size: medium;>LEVIPIL</span></h3> <h3 class=c_head style=text-align: justify;><span style=font-size: medium;>What is Levetiracetam?</span></h3> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is an anti-epileptic drug, also known as anticonvulsant. It is prescribed for the treatment of partial onset seizures in adults and children who are at least 1 month old. Levetiracetam is also given to treat tonic-clonic seizures in adults and children above 6 years of age and myoclonic seizures in adults and children above 12 years of age.</span></p> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Levetiracetam is sold under various trade names, some of which are Keppra and Levipil (made by Sun Pharma). This medication may also be given for c"	"http://www.directmall.co.uk/levipil-3627.html"	"http://www.alldaychemist.com/media/catalog/productno_selection"	"23.85"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"132"	"132"	"Azopt Eye Drop"	"<h3 style=text-align: center;><span style=font-size: medium;>Azopt 10 mg per ml</span></h3> <h3 style=text-align: justify;><span style=font-size: medium;>What is Brinzolamide Opthalmic Suspension?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Brinzolamide Opthalmic Suspension as the name suggest is an eye care medication. It reduces the amount of fluid in the eye which lowers pressure inside the eye. High intraocular pressure or IOP (fluid pressure inside the eye) is a major risk factor for glaucoma. Brinzolamide Opthalmic Suspension is mainly prescribed for the treatment of some types of glaucoma and other causes of high IOP.</span><br /><span style=font-size: medium;>Brinzolamide Opthalmic Suspension is sold under various trade names, one of which is Azopt (made by Alcon Laboratories Inc).</span><br /><br /></p> <h3 style=text-align: justify"	"http://www.directmall.co.uk/azopt.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_132_2.jpg"	"43.86"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"345"	"345"	"Dorzox Eye Drop"	"<p style=text-align: center;><span style=font-size: medium;><strong>&nbsp;Dorzox Eye Drop</strong></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Dorzolamide?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Dorzolamide Opthalmic as the name suggests is an eye care medication. It reduces the amount of fluid in the eye which lowers pressure inside the eye. High intraocular pressure or IOP (fluid pressure inside the eye) is a major risk factor for glaucoma. Dorzolamide is mainly prescribed for the treatment of some types of glaucoma and other causes of high IOP.</span><br /><span style=font-size: medium;>Dorzolamide is sold under various trade names, some of which are Trusopt and Dorzox (produced by Cipla).</span><br /><br /></p> <h3 style=text-align: justify;><span style=font-size: medium;>Important Information"	"http://www.directmall.co.uk/dorzox.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_345_1.jpg"	"13.1"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"346"	"346"	"Dorzox T "	"<p style=text-align: center;><span style=font-size: medium;><strong>&nbsp;Dorzox T Eye Drop</strong></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Dorzolamide Hydrochloride - Timolol Maleate?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Dorzolamide Hydrochloride - Timolol Maleate is a combination eye care medication having two active ingredients namely Dorzolamide Hydrochloride and Timolol Maleate. Dorzolamide Hydrochloride reduces the amount of fluid in the eye that lowers pressure inside the eye. Timolol Maleate is a beta blocker that also lowers eye pressure. High intraocular pressure or IOP (fluid pressure inside the eye) is a major risk factor for glaucoma. Dorzolamide Hydrochloride - Timolol Maleate is mainly prescribed for the treatment of some types of glaucoma and other causes of high IOP.</span><br /><"	"http://www.directmall.co.uk/dorzox-t.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_346_2.jpg"	"14.13"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"284"	"284"	"Cyclomune .05%"	"<p style=text-align: center;><span style=font-size: medium;><strong>Cyclomune</strong></span></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Cyclosporine Opthalmic Emuslion?</span></strong></p> <p style=text-align: justify;><span style=font-size: medium;>Cyclosporine Opthalmic is an immunosuppressive agent used to reduce inflammation in the eyes. It is sold under various trade names such as Restasis and Cyclomune (made by Allergan), and is primarily prescribed for the treatment of dry eye that may be induced by inflammation. This medication may also be given for purposes not listed here.</span><br /><br /><strong><span style=font-size: medium;>Important Information about Cyclosporine Opthalmic Suspension</span></strong></p> <p style=text-align: justify;><span style=font-size: medium;>Do not use Cyclosporine Opthalmic Emulsion (Restas"	"http://www.directmall.co.uk/cyclomune.html"	"http://www.alldaychemist.com/media/catalog/product/7/5/750x1000_1_.jpg"	"13.41"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"285"	"285"	"Panimum Bioral "	"<p style=text-align: center;><span style=font-size: medium;><strong>&nbsp;Panimum Bioral</strong></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Cyclosporine?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Cyclosporine is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted as a foreign body and your body will reject it (organ) completely from integrating.</span><br /><span style=font-size: medium;>Cyclosporine is used along with other medications to stop your body from rejecting a transplanted heart, liver, or "	"http://www.directmall.co.uk/panimum-bioral.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_285_2.jpg"	"97.53"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"286"	"286"	"Panimun "	"<div class=std> <p style=text-align: center;><span style=font-size: medium;><strong>&nbsp;Panimum <br /></strong></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Cyclosporine?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Cyclosporine is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted as a foreign body and your body will reject it (organ) completely from integrating.</span><br /><span style=font-size: medium;>Cyclosporine is used along with other medications to stop your body from rejecting a transplante"	"http://www.directmall.co.uk/panimun.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_286_1.jpg"	"29.21"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"287"	"287"	"Panimun "	"<div class=std> <div class=std> <p style=text-align: center;><span style=font-size: medium;><strong>&nbsp;Panimum <br /></strong></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Cyclosporine?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Cyclosporine is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted as a foreign body and your body will reject it (organ) completely from integrating.</span><br /><span style=font-size: medium;>Cyclosporine is used along with other medications to stop your body from reje"	"http://www.directmall.co.uk/panimun-2319.html"	"http://www.alldaychemist.com/media/catalog/productno_selection"	"53.43"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"583"	"583"	"Xalatan Eye Drops "	"<p style=text-align: center;><span style=font-size: medium;><strong>Xalatan Eye Drops</strong></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Latanoprost?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Latanoprost is an eye care medication that reduces the amount of fluid in the eye, thereby lowering pressure inside the eye. High intraocular pressure or IOP (fluid pressure inside the eye) is a major risk factor for glaucoma. Latanoprost is mainly prescribed for the treatment of some types of glaucoma and other causes of high IOP.</span><br /><span style=font-size: medium;>Latanoprost is sold under various trade names, one of which is Xalatan eye drops (made by Pfizer).</span><br /><br /></p> <h3 style=text-align: justify;><span style=font-size: medium;>Important Information about Latanoprost</span></h3> <p "	"http://www.directmall.co.uk/xalatan-eye-drops.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_583_2.jpg"	"56.21"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"584"	"584"	"9 PM Eye Drop"	"<p style=text-align: center;><span style=font-size: medium;><strong>&nbsp;9 PM Eye Drop</strong></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Latanoprost &ndash; Benzalkonium Chloride?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Latanoprost &ndash; Benzalkonium Chloride is a combination eye care medication. Latanoprost reduces the amount of fluid in the eye, thereby lowering pressure inside the eye whereas Benzalkonium Chloride is an antiseptic drug which prevents any eye infection. High intraocular pressure or IOP (fluid pressure inside the eye) is a major risk factor for glaucoma. Latanoprost &ndash; Benzalkonium Chloride is mainly prescribed for the treatment of some types of glaucoma and other causes of high IOP.</span><br /><span style=font-size: medium;>Latanoprost &ndash; Benzalkonium Chloride is sold"	"http://www.directmall.co.uk/9-pm-eye-drop.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_584_2.jpg"	"18.86"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"126"	"126"	"Careprost (With Brush)"	"<p style=text-align: center;><strong><span style=font-size: medium;>Careprost 3 ml. of 0.03%</span></strong></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Bimatoprost Opthalmic Solution?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Bimatoprost Opthalmic Solution is an eye care medication used to treat patients with hypotrichosis of eye lashes or inadequate eye lashes. This medication aids in making the eye lashes more noticeable by increasing their growth and making them longer, thicker, darker. Bimatoprost is similar to a natural chemical in the body called prostaglandin.</span><br /><span style=font-size: medium;>Bimatoprost is also used in the treatment of glaucoma. This medication is sold under various trade names, Careprost (made by Sun Pharma) is one of the popular brand.</span><br /><br /></p> <h3 style=text"	"http://www.directmall.co.uk/careprost.html"	"http://www.alldaychemist.com/media/catalog/product/i/m/images_1.jpg"	"17.71"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"5"	"5"	"Iopar SR "	"<p style=text-align: center;><strong><span style=font-size: medium;>Iopar SR 250mg&nbsp;</span></strong></p> <p style=text-align: justify;><span style=font-size: medium;><br /></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Acetazolamide?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Acetazolamide is a carbonic anhydrase (a type of body protein) inhibitor drug that lowers the activity of this protein. It is a water pill or diuretic that reduces the amount of fluid that can build up in the eye and increase intraocular pressure (fluid pressure in the eye). It is prescribed for the treatment of glaucoma. Other uses of this medication are to prevent acute mountain sickness (altitude sickness) as well as being a part of a treatment sometimes for congestive heart failure and seizure disorders. It may also be given "	"http://www.directmall.co.uk/iopar-sr.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_5_2.jpg"	"10"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"863"	"863"	"Razo "	"<p style=text-align: center;><span style=font-size: medium;><strong>Razo 10mg</strong><br /></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Rabeprazole?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Rabeprazole is a drug which leads to lower acid production in the stomach. It belongs to a family of drugs called proton pump inhibitors. This medication will however not give immediate relief from heartburn. Rabeprazole is sold under various trade names, some of which are Achiphex and Razo (made by Dr. Reddy&rsquo;s Laboratories)</span><br /><span style=font-size: medium;>Rabeprazole is prescribed for people with gastroesophageal reflux disease (GERD) and other similar conditions characterized by excessive amount of acid production in the stomach such as Zollinger-Ellison syndrome. This medication is also prescribed"	"http://www.directmall.co.uk/razo.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_863_1.jpg"	"10.47"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"864"	"864"	"Razo "	"<div class=std> <p style=text-align: center;><span style=font-size: medium;><strong>Razo 20mg</strong><br /></span></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Rabeprazole?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Rabeprazole is a drug which leads to lower acid production in the stomach. It belongs to a family of drugs called proton pump inhibitors. This medication will however not give immediate relief from heartburn. Rabeprazole is sold under various trade names, some of which are Achiphex and Razo (made by Dr. Reddy&rsquo;s Laboratories)</span><br /><span style=font-size: medium;>Rabeprazole is prescribed for people with gastroesophageal reflux disease (GERD) and other similar conditions characterized by excessive amount of acid production in the stomach such as Zollinger-Ellison syndrome. This medication"	"http://www.directmall.co.uk/razo-2343.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_864_2.jpg"	"12.1"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"318"	"318"	"Arthrotec "	"<p>&nbsp;</p> <h3>What is Diclofenac Sodium &ndash; Misoprostol?</h3> <p>Diclofenac Sodium &ndash; Misoprostol is a combination medicine of NSAID (non steroidal anti-inflammatory drug (Diclofenac Sodium)) and acid reducer (Misoprostol) that not only reduces inflammation and pain in the body but also reduces stomach acid and reinstates protective substances in the stomach that are destroyed by NSAIDs. This medication is primarily used to treat osteoarthritis and rheumatoid arthritis in people who are at a high risk of developing stomach or intestinal ulcers.<br />Diclofenac Sodium &ndash; Misoprostol gastro medication functions by lowering hormones that cause inflammation and pain in the body. It is sold under various trade names across the globe, one of which is Arthrotec (made by Pharmacia, UK). Diclofenac Sodium &ndash; Misoprostol may also be prescribed for conditions not mentioned "	"http://www.directmall.co.uk/arthrotec.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_318_1.jpg"	"16.55"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"319"	"319"	"Arthrotec "	"<p>&nbsp;</p> <h3>What is Diclofenac Sodium &ndash; Misoprostol?</h3> <p>Diclofenac Sodium &ndash; Misoprostol is a combination medicine of NSAID (non steroidal anti-inflammatory drug (Diclofenac Sodium)) and acid reducer (Misoprostol) that not only reduces inflammation and pain in the body but also reduces stomach acid and reinstates protective substances in the stomach that are destroyed by NSAIDs. This medication is primarily used to treat osteoarthritis and rheumatoid arthritis in people who are at a high risk of developing stomach or intestinal ulcers.<br />Diclofenac Sodium &ndash; Misoprostol gastro medication functions by lowering hormones that cause inflammation and pain in the body. It is sold under various trade names across the globe, one of which is Arthrotec (made by Pharmacia, UK). Diclofenac Sodium &ndash; Misoprostol may also be prescribed for conditions not mentioned "	"http://www.directmall.co.uk/arthrotec-2351.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_319_1.jpg"	"22.01"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
